Date,Total Traded Quantity,Symbol,Weekly_Return,Normalized_Open,Normalized_High,Normalized_Low,EMA5_Diff_Pct,EMA13_Diff_Pct,EMA23_Diff_Pct,Volume_SMA10,Relative_Volume,Volume_Spike_Ratio_5Wk,Normalized_OBV,Normalized_Weekly_Range,ATR,Bollinger_Z_Score,ROC_10,RSI,Stochastic_%K,Stochastic_%D,VWAP_Diff_Pct,Label
2014-01-06,2499559,M&M,,1.0587446951083317,1.0710297073933437,0.9910654456109002,0.0,0.0,0.0,,,,,7.996426178244363,71.60000000000002,,,,,,0.0,NotImportant
2014-01-13,3351123,M&M,-0.7985257985257954,1.008725021108922,1.0328736279200676,0.9735997748381648,-0.536635706914343,-0.6899601946041516,-0.7378740970072248,,,,,5.9273853081902725,69.07333333333337,,,0.0,,,-0.3427178803350906,NotImportant
2014-01-20,3747928,M&M,2.082746974387839,0.9738075544527156,1.007168458781362,0.9734215605183348,1.0097111172379876,1.1694603399672572,1.207647887755419,,,,,3.374689826302732,63.94355555555559,,,74.90889458766371,,,1.0491576247216,NotImportant
2014-01-27,5818344,M&M,-4.400330851943757,1.0451635231008825,1.063332756532272,0.9900790217454,-2.364457091341808,-2.8967857382490245,-3.061334915263635,,,,,7.3253734786872,63.884414814814846,,,26.15390749890348,,,-2.142659000290398,NotImportant
2014-02-03,4620975,M&M,2.076483820730224,0.9775668192348984,1.015539356953156,0.9605582867152626,-0.1880767961648043,-0.6888128420809053,-0.884415426744555,,,1.1530570349860008,,5.49810702378934,61.85315950617287,,,44.84125141030368,,,-0.0851677763074779,NotImportant
2014-02-10,5363849,M&M,1.056676272814605,0.978528293446656,1.0098411988369491,0.946768060836502,0.573011441820305,0.3120145285663625,0.1562546695459619,,,1.171032597321683,,6.30731380004473,61.12607157201648,,,52.10552929064376,,,0.7640884521048338,NotImportant
2014-02-17,4330018,M&M,3.791098188324749,0.9676758969938584,1.008188772761556,0.9553388643465144,2.8031367534214726,3.388492672997712,3.4862400047218274,,,0.9065778924718504,,5.284990841504156,59.515928695747625,,,69.11931513199829,,,3.89056234075599,NotImportant
2014-02-24,3597989,M&M,1.7239521603275465,0.9903611905518483,1.003389471454295,0.9774917911238216,2.966911147018643,4.307830632175005,4.695068745560645,,,0.7580722404179313,,2.5897680330473394,54.8404715363146,,,74.12500606690469,,,5.0373563253827,NotImportant
2014-03-03,3297591,M&M,0.8632560110157783,0.9933315830926752,1.0279863481228668,0.9824625886059332,2.531590663446433,4.394424843268731,5.051523447057135,,,0.7773515774462195,,4.55237595169336,53.30840866480599,,,76.37572436630953,,,5.380153924593915,NotImportant
2014-03-10,4380278,M&M,6.6789183512733,0.935275877344096,1.0050696461091695,0.9255303440468572,5.75590701334965,8.89720028153987,10.079690671774197,4100765.4,1.06816108036807,1.0444290518831316,,7.95393020623123,56.97395417616519,,,86.75196139523322,,,10.946715658170255,Consolidation
2014-03-17,4853430,M&M,1.0976029925678032,0.98539435248296,1.0082765335929893,0.9574488802336903,4.519401583584042,8.47396375518343,10.134614691507624,4336152.5,1.119294120767201,1.1861179455451714,,5.082765335929897,56.3374269526765,,14.697341970069244,87.83297564494805,,,10.7388699602169,Consolidation
2014-03-24,6255178,M&M,-3.816942551119773,1.041152055071877,1.0679287305122496,0.9774245798744684,0.4868903464539348,4.150140956735067,6.021018270395636,4626558.0,1.3520154724095106,1.3972140322668407,,9.050415063778102,60.74577002565299,,11.207430340557266,65.98980097212475,,,5.685992397184844,Consolidation
2014-03-31,7416214,M&M,-0.718768981575213,1.006423982869379,1.0145814214336697,0.9707861731416334,-0.15570491538207,2.962469289046803,4.895583114311627,4993386.6,1.4852072539306291,1.415162664017982,,4.379524829203635,58.37300068889927,,8.155500413564942,62.72955364003662,,,4.286352129446662,Consolidation
2014-04-07,4402774,M&M,3.4057306005914167,0.9713046050685336,1.0041909081944582,0.9670643920717878,2.0953227423231047,5.278679447026791,7.358912826008244,4851829.6,0.9074461312491272,0.8061363546645923,,3.712651612267032,55.60993393037936,,16.98679125569591,70.61083742792965,80.41286605856935,,7.259130250131209,Consolidation
2014-04-14,2520761,M&M,-0.8480425993491747,1.012431626056688,1.021979114868225,0.990750870213824,0.8386320523718525,3.830170201517252,6.019344311735836,4641808.2,0.5430558289763028,0.4952698910974881,,3.122824465440066,52.381942739662094,,13.635079391987336,66.43693898780418,76.28420547287563,,6.094004352266387,EndOfConsolidation
2014-04-21,4192700,M&M,2.7498756837394334,0.9645259642839856,1.006533417219184,0.9340850796108986,2.3283127836615534,5.48909601368265,7.823320085817999,4524693.3,0.9266263417235374,0.8457243607869361,,7.244833760828547,55.37768370770717,,15.539029299932915,72.47323218333224,89.55832933269323,82.0851336213794,8.431574611713714,Breakout
2014-04-28,4178449,M&M,3.276387746213038,0.9700093720712276,1.0130271790065606,0.9568884723523898,3.617929617269557,7.2749172953832195,9.851944284074628,4509536.4,0.9265806125880256,0.9199215724538944,,5.613870665417066,55.98065921334623,,14.966059691843547,78.04971503148892,94.0674349125053,86.63665657269138,11.23978063144139,NotImportant
2014-05-05,3626292,M&M,-0.6935332708528641,1.0069837674594186,1.0305303888259725,0.986315590788977,1.963213100306151,5.680583040101837,8.453840290532893,4512366.7,0.8036341549989721,0.9582729770388164,,4.421479803699523,54.76323798490009,,12.23387353034635,74.25522743814625,86.8147544324434,90.14683955921396,9.936349177844807,NotImportant
2014-05-12,2898013,M&M,6.620422801057013,0.9404735560964816,1.0088515158220843,0.9349856162867892,5.367099270389854,9.88902408696633,12.960063501536863,4472408.9,0.6479758592735113,0.8319870304770584,,7.386589953529546,58.58813958691341,,18.6400630086637,83.19281968412312,96.58877707658196,92.49032214051022,16.500172313388905,NotImportant
2014-05-19,14822371,M&M,-2.6687320203585,1.0376500545652965,1.0766642415423793,0.9764914514368862,1.8482359650314768,6.358513455997144,9.6923842874283,5516618.2,2.6868582277453967,2.49385192220494,0.6317336868566825,10.0172790105493,65.4630543086583,1.558332090519065,8.244327410542883,70.97378272848927,71.64003364171568,85.01452171691368,11.09820154671446,NotImportant
2014-05-26,6024412,M&M,11.78155692979268,0.8957409591994467,1.0200138306960094,0.8756457714680876,8.128826298471099,13.9098364580967,17.60974409056516,5633716.4,1.069349532752483,0.9547544231790152,1.0307153620795997,14.436805922792177,80.39464706750387,2.5146695387118254,19.683544303797483,83.20433951955201,92.56572982774254,86.93151351534671,22.44152816349021,NotImportant
2014-06-02,8482688,M&M,0.8217060570312684,1.000726245713133,1.0318337704256608,0.9279806334476498,5.918389802846201,12.524124948248335,16.757796142700546,5856467.4,1.4484308407488105,1.1829560155672303,1.503394989217307,10.385313697801092,86.8353607918367,2.173878563294661,25.455557805223727,83.8177164756972,88.50356986740492,84.23644444562105,21.26838607663533,NotImportant
2014-06-09,5234866,M&M,-1.230583013919706,1.0134803921568627,1.0196078431372548,0.97406045751634,3.1641419189417928,9.80078560372321,14.410613260366173,5638332.6,0.9284422135721472,0.6986836116794595,1.108184595256564,4.554738562091503,82.69064601959182,1.758401118187099,24.80881003364943,78.80383461571567,83.8404726735598,88.30325745623577,18.71581960735102,NotImportant
