Date,Total Traded Quantity,Symbol,Weekly_Return,Normalized_Open,Normalized_High,Normalized_Low,EMA5_Diff_Pct,EMA13_Diff_Pct,EMA23_Diff_Pct,Volume_SMA20,Relative_Volume,Volume_Spike_Ratio_5Wk,Normalized_OBV,Normalized_Weekly_Range,ATR,Bollinger_Z_Score,ROC_10,RSI,Stochastic_%K,Stochastic_%D,VWAP_Diff_Pct
2014-01-06,14716120,TATAMOTORS,,1.0288867693146206,1.0322932279602126,0.9810600899305083,0.0,0.0,0.0,,,,,5.1233138029704355,18.80000000000001,,,,,,0.0
2014-01-13,22644923,TATAMOTORS,2.5071535631557396,0.9756745978997741,1.0087730958394259,0.9670344277548851,1.6305551863175134,2.0964280966939373,2.2420133811865695,,,,,4.173866808454071,18.386666666666677,,,100.0,,,0.97275912547772
2014-01-20,23898987,TATAMOTORS,-0.3323142363418796,1.0005334755934918,1.010936249666578,0.9783942384635904,0.8683797160724278,1.5171392643480386,1.756394297738646,,,,,3.2542011202987435,17.561777777777785,,,86.44741597397902,,,0.3876570068083478
2014-01-27,27787196,TATAMOTORS,-7.108562283275532,1.0768126346015794,1.117013639626705,0.9922469490308686,-4.478477041291117,-5.159408035596572,-5.281599797931445,,,,,12.47666905958363,21.013540740740744,,,19.94663108739158,,,-4.742473594785585
2014-02-03,31251394,TATAMOTORS,-3.402727925340998,1.0270511296076101,1.0924494649227112,0.9976218787158146,-5.439218449523662,-7.597495791735645,-8.24105440594676,,,1.298909081417559,,9.48275862068965,22.46506864197531,,,14.301953318617947,,,-6.034942625631897
2014-02-10,40620503,TATAMOTORS,8.219381688466122,0.9122373300370828,1.0092020326878175,0.9122373300370828,1.7126711780986978,0.4925596931193825,-0.018357763074053266,,,1.3891815546360562,,9.696470265073467,24.176392823045262,,,51.36025831403268,,,1.2568468252954859
2014-02-17,45375772,TATAMOTORS,6.194204092844391,0.9856440765649249,1.0228918779099845,0.9587428867046042,4.963783311582732,5.397198336294692,5.330980647499957,,,1.3430041244782605,,6.414899120538026,25.139540446639224,,,65.4283238216251,,,5.777204278973153
2014-02-24,28103921,TATAMOTORS,2.5737196068287505,0.9783129491867355,1.0108435254066321,0.9716303114361367,4.898917544248938,6.660785439007569,7.064163472777348,,,0.8116009603994797,,3.921321397049555,23.860935053753995,,,69.8657215823691,,,7.4050634260551
2014-03-03,29428452,TATAMOTORS,3.568276383810365,0.9715120525931337,1.0182615047479913,0.9582420258095934,5.450313695595997,8.4656881265542,9.41060674385772,,,0.8418710644319447,,6.00194789383978,23.96614371325346,,,75.1082881553398,,,9.86048469156824
2014-03-10,26991202,TATAMOTORS,-3.5792549306062793,1.038510101010101,1.0623737373737374,0.993560606060606,1.2936764895307602,4.343848730683567,5.543833772459191,,,0.7914387093350129,,6.8813131313131315,24.403991218153,,,62.14788990299073,,,5.348656659483124
2014-03-17,17593657,TATAMOTORS,-0.694444444444442,0.9993642720915448,1.0286077558804831,0.9739351557533376,0.4022816526453492,3.149935367942653,4.476359379705927,,,0.5964234412094556,,5.467260012714558,24.016792389065934,,7.167188990325668,59.91617937974792,,,4.3422469519231965
2014-03-24,26314854,TATAMOTORS,-0.4450095359186279,1.0063856960408684,1.0149425287356322,0.9674329501915708,-0.028612584243881266,2.3288715565264186,3.711922432261165,,,1.0244657242427722,,4.750957854406137,23.294553403857147,,4.080818822278354,58.37694035977228,,,3.5621885189520093
2014-03-31,27889107,TATAMOTORS,1.8263090676883698,0.9833187006145743,1.015803336259877,0.9698984071240436,1.1769692265872482,3.4977044977801923,4.985658671878557,,,1.087572156425228,,4.590492913583347,22.62861295000953,,6.335022672712731,62.87332917928724,,,5.013089966083769
2014-04-07,22235245,TATAMOTORS,1.3420293490530533,1.0028465346534652,1.0346534653465347,0.9888613861386139,1.6570936999653607,4.093408553126041,5.723568713900217,,,0.9186290759610496,,4.579207920792079,22.191464556674926,,16.008614501076824,66.04060209212795,81.15124153498871,,6.028963664759273
2014-04-14,19288819,TATAMOTORS,4.851485148514856,0.9631728045325778,1.0335221907459868,0.9619924457034938,4.138284316628903,7.312296753263695,9.245266636089976,,,0.8510648032915714,,7.152974504249294,23.739269282451605,,25.9215219976219,75.04123070357738,86.56575212866603,,10.583243875255183
2014-04-21,18044051,TATAMOTORS,2.0066100094428663,0.9849571858366118,1.0056699838000462,0.9466558666975237,4.016010547749737,7.830506638045105,10.111325391021543,,,0.7929911993519394,,5.901411710252256,23.974033378124723,,18.69248729570114,77.96377331897062,94.60737937559131,87.44145767974868,12.1883642851066
2014-04-28,15508066,TATAMOTORS,-3.621846794723449,1.0346980429823507,1.0438227878496817,0.9965181894585184,0.2726508307242158,3.742988014268812,6.172237706820447,,,0.7530725306182797,,4.730459839116338,23.404162261041424,,7.7211588204862736,62.43293895163144,79.80132450331124,86.99148533585618,7.814693400144218
2014-05-05,13231006,TATAMOTORS,-0.48024972985952763,1.0038605380624925,1.014115092290988,0.9752684280371576,-0.13906713563341028,2.810128449495365,5.242834343318281,,,0.7491466124948585,,3.884666425383043,22.430273959569238,,4.513932669272469,60.65135613833383,77.9091769157994,84.10596026490066,7.067675003195735
2014-05-12,20469861,TATAMOTORS,7.4194715888527,0.9319407008086253,1.0029200359389039,0.9310422282120395,4.518364219282316,8.162606345578254,10.805409484402299,,,1.1826574147062778,,7.187780772686433,23.712904098293343,,8.400292184075964,73.87622149703476,98.86363636363636,85.52471259424901,14.266668106540456
2014-05-19,27919363,TATAMOTORS,-0.17969451931716396,1.0064131413141315,1.0463546354635465,0.9767101710171018,2.8976533909758175,6.854813575385305,9.757772901105415,24965624.95,1.1183122015137057,1.4667791580258078,1.4620528845670646,6.964446444644462,24.677850218520895,1.640832064953568,12.222222222222223,73.1383185658761,78.16640169581343,84.97973832508308,13.171528012410914
2014-05-26,35502289,TATAMOTORS,-0.07875787578757176,1.0045039972976015,1.0218443868933678,0.9570994257403446,1.8807449115334625,5.812625642996256,8.87942368535146,26004933.4,1.3652136098145131,1.5760501021991495,0.77888596624981,6.474496115302331,25.220803522718107,1.448021293278257,12.917991099809289,72.77139027589344,75.71014492753625,84.24672766232868,12.108797896291982
2014-06-02,37497981,TATAMOTORS,-5.247156851705892,1.063220439691028,1.0727272727272728,0.9674390968508616,-2.368556501538633,0.5115282236261482,3.5139609749026484,26747586.3,1.4019201799902221,1.3927292277179182,0.09969167555859916,10.52881758764112,27.764696386355695,0.6153380046022765,7.471264367816088,52.52868549210356,48.69565217391305,67.52406626575424,5.794688268200963
2014-06-09,39292565,TATAMOTORS,6.619132501485447,0.9303388319215337,1.0106999554168523,0.9278867588051716,2.6577944003234095,5.732549837763264,8.712009563473998,27517265.2,1.4279240583835344,1.222680529629011,0.812186665268133,8.281319661168073,29.016070201508267,1.3679321298856952,12.529788034616839,65.69101863352843,80.98550724637684,68.46376811594205,11.87755828335526
2014-06-16,26547966,TATAMOTORS,-3.9567543468568833,1.0451433213415342,1.0569803876058952,0.9958222119066961,-0.9016493474371147,1.5848177666485175,4.5385637677302135,27455303.7,0.9669521885492748,0.7959924409764912,0.3194616587566827,6.115817569919917,28.660594174640494,0.7309310583721484,6.646039603960396,54.565062515938415,60.4057971014493,63.362318840579725,7.118808309361604
2014-06-23,23004045,TATAMOTORS,1.1024718579552006,0.9965564738292011,1.0215794306703396,0.9806014692378328,0.1324217610295671,2.278273779536627,5.114562709020545,27042936.25,0.8506489379458564,0.7106820380304233,0.6745770447422746,4.097796143250694,27.219181618021764,0.8877689387997978,2.8328611898017053,56.82307438698859,65.91304347826089,69.10144927536234,7.987916982274136
2014-06-30,18242731,TATAMOTORS,-0.9871441689623506,1.0064920009274287,1.0406909343844193,0.9947832135404591,-0.5754959129693555,1.1177159915858732,3.8211876258874113,25924047.65,0.7036991771614801,0.630864012941621,0.36657092511707356,4.590772084396014,26.22995740228553,0.6440854115099673,-0.18514232816477794,54.01890149283821,56.987874920229764,61.10223849997999,6.723561887804397
2014-07-07,34388597,TATAMOTORS,11.024808717829826,0.9038320977341547,1.002297170303853,0.9038320977341547,6.274461192073113,9.374371766591368,12.25746762268937,25374688.9,1.3552322606012326,1.2153517322638914,0.9065868828605361,9.846507256969819,29.219296415314126,2.432493147856473,14.983791571617244,71.78495032087527,98.63269111249228,73.84453650366098,17.443461365049032
2014-07-14,22157289,TATAMOTORS,-4.771849222094604,1.0515350877192982,1.0629385964912281,0.9706140350877194,1.0519382190412354,4.142702857955389,7.205660102772813,25077357.3,0.8835575748645572,0.8909915188782864,0.5706299081305379,9.23245614035087,30.93672355993891,1.296176990086517,10.025334781035111,59.11937473817401,64.34782608695654,73.3227973732262,11.442005307335306
2014-07-21,18414702,TATAMOTORS,4.155701754385954,0.9648384040425309,1.0073691967575533,0.9615749026213286,3.3332404504092352,6.8291203643589355,9.999050965980354,24526669.8,0.7508031930205217,0.792320786142262,0.9030507251078548,4.579429413622487,29.80516041861372,1.8061038519593107,6.682389937106925,65.02446813396071,87.88819875776397,83.62290531907094,15.61955428801998
2014-07-28,26778020,TATAMOTORS,-4.4425729024107685,1.0464911314310894,1.0756857992728874,0.9943814035474275,-0.7739377152188927,2.1407149317155323,5.330237930890559,24516010.7,1.0922666141600272,1.1159243688720626,0.46832704367913547,8.13043957254599,30.751139029465225,0.8859563445361819,2.1264626462646374,54.84613981975428,59.107142857142904,70.44772256728781,10.087452720682847
2014-08-04,39050005,TATAMOTORS,-1.5974440894568676,1.018808777429467,1.020488132557098,0.980743394536498,-1.6065855083625875,0.4732201492401495,3.477275215383168,25588828.1,1.526056795074566,1.3868310855509316,-0.23002071625420503,3.9744738020600088,29.01765382553653,0.5179653435450913,0.5742596554442203,51.6413420825445,50.47619047619052,65.82384403036579,7.900990464784898
2014-08-11,28680439,TATAMOTORS,-0.011195700850874513,1.0070540812898892,1.0254170865524577,0.9638338371962826,-1.078641567625486,0.39606529804817453,3.1775953090529905,25707107.35,1.1156618521686765,1.0616058037411853,-0.815665464084175,6.158324935617512,28.815299982131663,0.4392194657344016,6.131907308377893,51.61734104079658,48.675292667898965,52.75287533374413,7.602107749942808
