Date,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Symbol,20_SMA,20_STD,VWAP,Weekly_Return,Normalized_Open,Normalized_High,Normalized_Low,EMA5_Diff_Pct,EMA13_Diff_Pct,EMA23_Diff_Pct,Volume_SMA20,Relative_Volume,Volume_SMA5,Volume_Spike_Ratio_5Wk,OBV,Normalized_OBV,Normalized_Weekly_Range,High-Low,High-PrevClose,Low-PrevClose,True_Range,ATR,Bollinger_Z_Score,ROC_10,RSI,Stochastic_%K,Stochastic_%D,VWAP_Diff_Pct
2014-01-06,160.85,162.65,153.65,156.8,7429825,TATAGLOBAL,,,156.8,,1.025829081632653,1.0373086734693877,0.9799107142857143,0.0,0.0,0.0,,,,,7429825,,5.739795918367347,9.0,,,9.0,9.0,,,,,,0.0
2014-01-13,157.0,159.95,151.9,152.9,9969263,TATAGLOBAL,,,154.5653928930068,-2.4872448979591844,1.026814911706998,1.0461085676913013,0.9934597776324395,-1.7004578155657253,-2.186302905727356,-2.338129496402889,,,,,-2539438,,5.264879005886189,8.049999999999983,3.1499999999999773,4.900000000000006,8.049999999999983,8.873333333333331,,,0.0,,,-1.0774681588391521
2014-01-20,153.05,154.5,145.8,148.3,9869881,TATAGLOBAL,,,152.29766204215494,-3.00850228907783,1.0320296695886717,1.0418071476736344,0.9831422791638571,-3.236682400539455,-4.590804629336561,-5.0531018206338345,,,,,-12409319,,5.86648685097774,8.699999999999989,1.5999999999999943,7.099999999999994,8.699999999999989,8.850222222222218,,,0.0,,,-2.624900466987079
2014-01-27,148.5,152.2,140.3,141.35,11584663,TATAGLOBAL,,,149.0334890712405,-4.686446392447752,1.0505836575875487,1.076759816059427,0.9925716307039265,-5.541799316118389,-8.342915720030014,-9.366893644617381,,,,,-23993982,,8.418818535550038,11.899999999999977,3.8999999999999773,8.0,11.899999999999977,9.256859259259253,,,0.0,,,-5.155545320131146
2014-02-03,140.9,144.75,138.4,140.7,14362688,TATAGLOBAL,,,146.78434250338992,-0.4598514326140779,1.0014214641080315,1.0287846481876333,0.9836531627576405,-4.019584616599549,-7.580086122608849,-9.049463742793966,,,10643264.0,1.3494627212103354,-38356670,,4.513148542999286,6.349999999999994,3.4000000000000057,2.9499999999999886,6.349999999999994,8.869278024691353,,,0.0,,,-4.145089591724961
2014-02-10,141.2,144.85,138.5,143.6,10655841,TATAGLOBAL,,,146.25309623154914,2.061122956645356,0.9832869080779943,1.0087047353760445,0.9644846796657383,-1.27927370267204,-4.635006670022279,-6.276610396194418,,,11288467.2,0.9439581841545326,-27700829,,4.422005571030637,6.349999999999994,4.150000000000006,2.1999999999999886,6.349999999999994,8.533374288065838,,,20.896021397525914,,,-1.8140444885684595
2014-02-17,144.2,145.9,137.7,138.9,6481387,TATAGLOBAL,,,145.57568530232476,-3.2729805013927527,1.0381569474442043,1.0503959683225341,0.9913606911447083,-3.1375267756357275,-7.007633186147494,-9.049996269395656,,,10590892.0,0.6119774425043707,-34182216,,5.903527717782589,8.200000000000017,2.3000000000000114,5.900000000000006,8.200000000000017,8.488924382990396,,,15.024881522631887,,,-4.58571449515144
2014-02-24,139.1,143.0,138.35,142.7,4778116,TATAGLOBAL,,,145.39280158562707,2.7357811375089858,0.9747722494744219,1.0021023125437982,0.9695164681149264,-0.26069829075358875,-3.5640819875216176,-5.633899380991359,,,9572539.0,0.49914824060784707,-29404100,,3.25858444288718,4.650000000000006,4.099999999999994,0.5500000000000114,4.650000000000006,7.977067798591677,,,32.67246299624344,,,-1.8520872809794455
2014-03-03,143.2,143.55,135.25,135.95,7735876,TATAGLOBAL,,,144.51129427698712,-4.730203223545903,1.0533284295696947,1.055902905479956,0.9948510481794778,-3.4924685354445857,-7.462372718663398,-9.97212937252796,,,8802781.6,0.8787990377950534,-37139976,,6.105185730047821,8.300000000000011,0.8500000000000227,7.449999999999989,8.300000000000011,8.020125425446121,,,22.91745094615446,,,-5.924308075587197
2014-03-10,136.8,145.1,135.9,143.8,13361072,TATAGLOBAL,,,144.4125330681274,5.774181684442836,0.9513212795549374,1.00904033379694,0.9450625869262864,1.4381033964131107,-1.36802843891688,-3.6380510374055013,,,8602458.4,1.5531690336334552,-23778904,,6.397774687065361,9.199999999999989,9.150000000000006,0.04999999999998295,9.199999999999989,8.177442035386637,,,44.96639112104206,,,-0.4241550612774204
